model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 6 Series,2017,Automatic,11541,Petrol,145,31,4.4,35000
 2 Series,2019,Automatic,5141,Petrol,145,39.2,1.5,19750
 3 Series,2019,Automatic,7005,Petrol,145,44.8,2,22750
 7 Series,2017,Automatic,20671,Diesel,125,57.6,3,27500
 4 Series,2017,Automatic,30145,Diesel,145,58.9,2,18950
 X1,2019,Automatic,4534,Petrol,145,46.3,1.5,25000
 1 Series,2019,Automatic,5011,Diesel,145,67.3,2,20000
 1 Series,2017,Automatic,9020,Diesel,150,65.7,2,17500
 3 Series,2016,Automatic,26047,Petrol,200,41.5,3,20550
 X3,2016,Automatic,27702,Diesel,145,54.3,2,21950
 4 Series,2017,Manual,39256,Diesel,145,62.8,2,17500
 4 Series,2019,Automatic,296,Petrol,145,48.7,2,25950
 3 Series,2019,Automatic,1517,Diesel,145,64.2,2,25950
 3 Series,2020,Automatic,111,Petrol,145,34.9,3,41850
 1 Series,2019,Automatic,7892,Petrol,145,55.5,1.5,15989
 6 Series,2014,Automatic,29178,Diesel,160,50.4,3,16999
 2 Series,2019,Automatic,4000,Petrol,145,47.9,2,25000
 4 Series,2019,Automatic,4500,Diesel,145,60.1,2,30000
 X2,2019,Automatic,4300,Petrol,145,39.2,2,29950
 5 Series,2019,Automatic,6172,Diesel,145,62.8,2,30000
 8 Series,2019,Automatic,8000,Petrol,145,33.6,3,60000
 3 Series,2020,Automatic,101,Diesel,145,47.9,3,37250
 2 Series,2020,Automatic,101,Petrol,145,47.9,2,25000
 3 Series,2016,Automatic,49620,Diesel,20,74.3,2,12878
 4 Series,2016,Automatic,14408,Petrol,145,48.7,2,19999
 3 Series,2015,Automatic,64797,Diesel,0,74.3,2,11309
 3 Series,2019,Automatic,12777,Diesel,145,53.3,3,26950
 X3,2016,Automatic,43025,Diesel,200,47.9,3,20000
 2 Series,2015,Automatic,22876,Petrol,160,44.1,2,16950
 3 Series,2017,Automatic,6272,Diesel,145,51.4,3,22150
 3 Series,2019,Automatic,11505,Petrol,145,51.4,1.5,19850
 Z4,2019,Automatic,2756,Petrol,145,33.2,3,40000
 5 Series,2019,Automatic,10770,Diesel,145,62.8,2,26550
 3 Series,2015,Manual,57693,Petrol,160,44.1,2,10999
 3 Series,2016,Manual,60465,Diesel,20,68.9,2,10200
 X1,2017,Automatic,13733,Diesel,145,60.1,2,19750
 X1,2017,Manual,54650,Diesel,20,68.9,2,13999
 X3,2019,Automatic,4250,Petrol,145,30.4,2,32850
 3 Series,2017,Automatic,17059,Hybrid,135,134.5,2,21150
 X3,2018,Automatic,9854,Diesel,145,56.5,2,30000
 X1,2016,Automatic,27418,Petrol,160,44.8,2,18500
 4 Series,2016,Automatic,41553,Diesel,160,50.4,3,19500
 1 Series,2016,Manual,41399,Diesel,20,72.4,1.5,10494
 1 Series,2016,Manual,36669,Diesel,0,83.1,1.5,10648
 3 Series,2016,Automatic,53760,Diesel,20,70.6,2,13042
 4 Series,2019,Automatic,4900,Petrol,145,48.7,2,27950
 4 Series,2019,Automatic,4700,Diesel,145,58.9,2,27950
 X3,2019,Automatic,9002,Diesel,145,54.3,2,36750
 4 Series,2019,Automatic,8018,Petrol,145,45.6,2,26750
 X2,2019,Automatic,7971,Diesel,150,58.9,2,27950
 2 Series,2019,Automatic,6127,Diesel,145,49.6,2,23450
 X5,2019,Automatic,6174,Diesel,145,37.7,3,47250
 1 Series,2019,Manual,14735,Diesel,145,78.5,1.5,14950
 4 Series,2017,Automatic,23312,Diesel,145,55.4,3,20999
 3 Series,2017,Automatic,24472,Diesel,30,62.8,2,19499
 3 Series,2017,Automatic,33206,Diesel,160,51.4,3,19299
 4 Series,2016,Automatic,44982,Petrol,145,48.7,2,16689
 4 Series,2016,Manual,26031,Diesel,30,62.8,2,17499
 2 Series,2014,Manual,43960,Diesel,30,62.8,2,11647
 2 Series,2015,Automatic,21062,Petrol,200,43.5,2,14908
 3 Series,2015,Automatic,42199,Diesel,160,49.6,3,16559
 5 Series,2013,Automatic,89693,Diesel,125,57.6,2,10999
 5 Series,2018,Automatic,11162,Diesel,145,60.1,3,28500
 5 Series,2016,Automatic,33689,Diesel,30,62.8,2,15797
 3 Series,2014,Manual,33179,Petrol,200,43.5,2,12692
 3 Series,2017,Manual,28796,Petrol,125,45.6,2,16220
 2 Series,2014,Automatic,29236,Petrol,145,47.1,2,13227
 3 Series,2019,Automatic,6072,Petrol,145,45.6,2,28500
 3 Series,2017,Automatic,26916,Diesel,125,57.6,2,20950
 4 Series,2019,Automatic,8016,Diesel,145,60.1,2,25000
 Z4,2019,Automatic,1682,Petrol,145,38.7,2,31500
 3 Series,2017,Automatic,28580,Diesel,145,51.4,3,20500
 X5,2019,Automatic,4158,Petrol,145,27.2,3,52350
 1 Series,2016,Manual,24877,Diesel,0,83.1,1.5,10499
 4 Series,2017,Automatic,36564,Diesel,145,65.7,2,17557
 X4,2019,Automatic,9793,Diesel,145,42.8,2,38750
 M6,2015,Automatic,28314,Petrol,555,28.5,4.4,33500
 5 Series,2019,Automatic,7999,Petrol,145,50.4,2,25850
 3 Series,2019,Automatic,7951,Petrol,150,47.9,2,23950
 3 Series,2019,Automatic,5109,Petrol,150,42.2,2,28500
 3 Series,2014,Automatic,42686,Diesel,125,60.1,2,13350
 X5,2016,Automatic,36996,Diesel,200,47.1,3,29999
 X5,2016,Automatic,40732,Hybrid,0,85.6,2,28299
 6 Series,2017,Automatic,39890,Diesel,145,49.6,3,23750
 1 Series,2014,Manual,60586,Diesel,125,58.9,2,9600
 1 Series,2012,Manual,58480,Diesel,125,58.9,2,6500
 4 Series,2015,Manual,28334,Diesel,125,58.9,2,14699
 1 Series,2017,Automatic,9078,Diesel,145,72.4,1.5,14275
 1 Series,2016,Automatic,65141,Diesel,0,74.3,2,10999
 1 Series,2013,Manual,32102,Petrol,145,50.4,1.6,9899
 1 Series,2013,Manual,48399,Diesel,30,65.7,2,9145
 3 Series,2016,Automatic,28702,Hybrid,0,134.5,2,17850
 1 Series,2018,Manual,9774,Petrol,145,37.2,1.5,15881
 3 Series,2016,Automatic,32986,Diesel,0,74.3,2,13999
 X1,2017,Manual,51835,Diesel,145,58.9,2,16699
 1 Series,2019,Automatic,7880,Petrol,145,55.5,1.5,15989
 3 Series,2017,Automatic,33642,Diesel,30,64.2,2,15899
 4 Series,2016,Automatic,73740,Diesel,145,55.4,3,16299
 3 Series,2015,Automatic,30585,Petrol,160,45.6,1.6,13999
 2 Series,2014,Automatic,39573,Petrol,260,37.2,3,16999
 3 Series,2018,Automatic,29433,Diesel,145,62.8,2,17399
 5 Series,2015,Automatic,18641,Petrol,200,43.5,2,16899
 5 Series,2015,Automatic,71973,Diesel,30,62.8,2,11999
 5 Series,2018,Automatic,9621,Diesel,145,68.9,2,23200
 1 Series,2015,Automatic,8064,Petrol,235,37.7,3,17999
 X3,2014,Automatic,55147,Diesel,200,47.1,3,17899
 4 Series,2016,Automatic,20986,Diesel,125,60.1,2,17799
 4 Series,2014,Automatic,58488,Diesel,160,50.4,3,16399
 1 Series,2018,Manual,16518,Petrol,145,37.7,1.5,14399
 3 Series,2018,Automatic,22510,Diesel,145,64.2,2,19999
 3 Series,2016,Automatic,25709,Diesel,125,60.1,2,16479
 3 Series,2016,Automatic,47262,Diesel,30,62.8,2,13799
 4 Series,2016,Automatic,21280,Petrol,145,48.7,2,17999
 5 Series,2016,Automatic,28608,Diesel,30,62.8,2,15995
 3 Series,2016,Automatic,45089,Hybrid,0,134.5,2,16699
 3 Series,2018,Automatic,23814,Diesel,145,64.2,2,17699
 1 Series,2017,Manual,32140,Diesel,145,72.4,1.5,11999
 X1,2016,Automatic,18829,Petrol,160,44.8,2,20000
 3 Series,2016,Manual,52713,Diesel,30,64.2,2,13999
 1 Series,2019,Manual,8807,Petrol,145,53.3,1.5,15199
 5 Series,2013,Automatic,60702,Diesel,125,57.6,2,11982
 1 Series,2013,Automatic,52799,Diesel,30,64.2,2,9765
 2 Series,2018,Automatic,18673,Diesel,145,47.1,2,20000
 4 Series,2018,Automatic,9629,Petrol,145,45.6,2,20499
 3 Series,2015,Automatic,29595,Diesel,30,62.8,2,11999
 3 Series,2016,Automatic,72111,Diesel,30,62.8,2,13699
 3 Series,2018,Automatic,4136,Petrol,145,46.3,2,22425
 6 Series,2013,Automatic,43186,Diesel,160,49.6,3,17512
 3 Series,2017,Automatic,31621,Diesel,145,53.3,3,17999
 3 Series,2014,Manual,62714,Diesel,30,62.8,2,10399
 X4,2017,Automatic,68689,Diesel,145,54.3,2,18999
 5 Series,2014,Automatic,67000,Diesel,145,55.4,2,13541
 3 Series,2016,Automatic,41969,Diesel,30,67.3,2,13941
 5 Series,2013,Automatic,58995,Diesel,200,48.7,3,11599
 5 Series,2016,Automatic,33370,Diesel,125,60.1,2,16499
 3 Series,2016,Manual,54662,Diesel,30,67.3,2,11299
 1 Series,2019,Automatic,5553,Petrol,145,55.5,1.5,15989
 3 Series,2013,Manual,46417,Diesel,30,62.8,2,11385
 2 Series,2018,Manual,18483,Petrol,145,50.4,1.5,14999
 X1,2016,Automatic,27673,Diesel,145,55.4,2,19000
 2 Series,2017,Automatic,63039,Hybrid,0,135.5,1.5,15999
 4 Series,2017,Automatic,43290,Diesel,30,65.7,2,15600
 4 Series,2015,Automatic,30401,Diesel,145,53.3,3,15700
 1 Series,2015,Manual,25651,Petrol,125,52.3,1.5,12399
 1 Series,2014,Manual,42169,Petrol,145,50.4,1.6,10999
 3 Series,2015,Automatic,49018,Diesel,20,70.6,2,12999
 1 Series,2018,Automatic,18899,Diesel,145,49.6,2,15999
 3 Series,2013,Automatic,40022,Diesel,30,62.8,2,10699
 1 Series,2016,Manual,43334,Diesel,30,65.7,2,11800
 3 Series,2014,Automatic,31028,Petrol,200,43.5,2,12523
 3 Series,2018,Automatic,19857,Petrol,145,48.7,2,18511
 2 Series,2014,Manual,14264,Petrol,160,44.8,2,11799
 1 Series,2016,Automatic,27986,Diesel,20,70.6,2,12392
 3 Series,2017,Automatic,15873,Diesel,145,54.3,3,19299
 X5,2014,Automatic,47683,Diesel,200,49.6,2,21499
 1 Series,2019,Automatic,14754,Petrol,145,39.8,3,22699
 7 Series,2016,Automatic,26093,Diesel,145,53.3,3,26149
 1 Series,2015,Manual,59828,Diesel,20,72.4,1.5,8999
 X5,2018,Automatic,31016,Diesel,145,47.1,3,30999
 1 Series,2016,Manual,22780,Diesel,0,83.1,1.5,11545
 3 Series,2016,Automatic,48380,Diesel,30,64.2,2,14999
 1 Series,2017,Manual,16002,Petrol,145,52.3,1.5,15214
 1 Series,2018,Automatic,8316,Diesel,145,44.1,2,19499
 1 Series,2015,Manual,17544,Petrol,125,53.3,1.5,10999
 3 Series,2013,Manual,64107,Diesel,30,61.4,2,10559
 4 Series,2017,Automatic,19293,Diesel,145,65.7,2,19600
 1 Series,2015,Automatic,47361,Petrol,235,37.7,3,15642
 5 Series,2016,Automatic,34599,Diesel,30,62.8,2,15499
 X1,2015,Automatic,51526,Diesel,160,52.3,2,11399
 X1,2018,Automatic,11124,Diesel,145,60.1,2,22499
 5 Series,2017,Automatic,35431,Diesel,145,65.7,2,20999
 3 Series,2015,Automatic,62051,Diesel,145,56.5,3,14199
 3 Series,2017,Automatic,29130,Hybrid,135,148.7,2,18500
 X3,2015,Automatic,88187,Diesel,200,47.1,3,16348
 3 Series,2015,Manual,55851,Diesel,20,68.9,2,10145
 3 Series,2016,Manual,18271,Petrol,160,45.6,2,14596
 3 Series,2016,Automatic,72820,Hybrid,0,134.5,2,14022
 3 Series,2013,Automatic,69172,Diesel,20,68.9,2,8999
 2 Series,2015,Manual,48937,Diesel,30,62.8,2,11499
 X3,2013,Manual,67652,Diesel,160,50.4,2,9549
 5 Series,2016,Automatic,68816,Diesel,30,62.8,2,13254
 X6,2013,Automatic,44176,Diesel,300,37.7,3,17999
 X4,2017,Automatic,53888,Diesel,145,47.9,3,23299
 1 Series,2015,Manual,23893,Diesel,0,83.1,1.5,10499
 1 Series,2017,Manual,22072,Diesel,145,65.7,2,13799
 3 Series,2012,Manual,78112,Diesel,30,61.4,2,8545
 1 Series,2015,Manual,53716,Diesel,30,62.8,2,11499
 X1,2017,Manual,66243,Diesel,145,68.9,2,12899
 2 Series,2016,Manual,21752,Petrol,125,52.3,1.5,12148
 5 Series,2017,Automatic,83352,Diesel,145,65.7,2,18220
 1 Series,2015,Manual,31321,Diesel,30,64.2,2,12099
 4 Series,2016,Automatic,30040,Diesel,160,50.4,3,20999
 X1,2014,Automatic,58599,Diesel,160,51.4,2,11499
 4 Series,2017,Automatic,26839,Diesel,30,65.7,2,17999
 1 Series,2016,Manual,47210,Diesel,0,83.1,1.5,10699
 1 Series,2014,Manual,75924,Diesel,30,65.7,2,9099
 5 Series,2018,Automatic,16042,Diesel,145,68.9,2,23699
 5 Series,2016,Automatic,35644,Diesel,20,68.9,2,14499
 X1,2016,Automatic,7390,Petrol,160,44.8,2,21000
 2 Series,2014,Manual,36479,Diesel,125,58.9,2,12499
 1 Series,2019,Automatic,5504,Petrol,145,55.5,1.5,15989
 1 Series,2015,Manual,36713,Diesel,0,78.5,1.5,9699
 1 Series,2016,Automatic,24299,Petrol,235,37.7,3,17500
 4 Series,2014,Manual,50348,Diesel,125,58.9,2,12699
 4 Series,2016,Automatic,31919,Diesel,30,65.7,2,17199
 X1,2017,Automatic,29825,Diesel,145,65.7,2,18199
 1 Series,2018,Automatic,24205,Petrol,145,39.8,3,20999
 X1,2012,Automatic,47152,Diesel,200,45.6,2,9199
 Z4,2009,Automatic,63179,Petrol,300,33.2,2.5,7999
 5 Series,2018,Automatic,20093,Diesel,145,68.9,2,23399
 3 Series,2018,Automatic,22478,Petrol,145,47.9,2,20599
 3 Series,2015,Manual,28656,Petrol,145,47.9,2,14499
 1 Series,2016,Automatic,22190,Diesel,20,68.9,1.5,14699
 2 Series,2015,Manual,32940,Diesel,30,62.8,2,11399
 5 Series,2014,Automatic,35677,Diesel,30,62.8,2,12500
 3 Series,2016,Automatic,46735,Diesel,30,65.7,2,13787
 5 Series,2015,Automatic,76096,Diesel,125,60.1,2,12899
 1 Series,2016,Manual,37549,Diesel,20,70.6,1.5,11799
 1 Series,2012,Manual,70876,Diesel,145,56.5,2,5999
 6 Series,2015,Automatic,40517,Petrol,260,36.2,3,20000
 X5,2016,Automatic,47026,Hybrid,0,85.6,2,26000
 6 Series,2016,Automatic,45360,Diesel,200,49.6,3,20999
 3 Series,2016,Manual,34239,Diesel,20,72.4,2,12761
 6 Series,2015,Automatic,22797,Diesel,160,49.6,3,19199
 3 Series,2013,Automatic,43771,Diesel,30,62.8,2,10688
 6 Series,2008,Automatic,72000,Diesel,260,40.9,3,8490
 1 Series,2013,Manual,90000,Diesel,30,65.7,2,6450
 3 Series,2010,Automatic,81000,Diesel,145,53.3,2,6490
 3 Series,2010,Manual,77523,Diesel,30,62.8,2,5490
 1 Series,2013,Manual,70160,Diesel,125,60.1,2,8490
 3 Series,2015,Manual,44000,Diesel,20,68.9,2,9990
 3 Series,2011,Manual,34915,Petrol,165,44.8,2,7990
 3 Series,2018,Automatic,16882,Diesel,145,62.8,2,19999
 3 Series,2013,Manual,37030,Diesel,30,62.8,2,11470
 4 Series,2017,Automatic,38013,Diesel,145,60.1,2,17940
 2 Series,2016,Manual,55272,Diesel,30,64.2,2,12940
 4 Series,2018,Automatic,15307,Diesel,145,52.3,3,23470
 1 Series,2012,Manual,89462,Diesel,30,62.8,2,7240
 1 Series,2012,Manual,54811,Diesel,125,60.1,2,7940
 X4,2016,Automatic,52131,Diesel,150,54.3,2,20470
 1 Series,2014,Manual,48165,Diesel,30,64.2,2,9990
 X1,2013,Automatic,78661,Diesel,165,52.3,2,8790
 3 Series,2011,Manual,72082,Diesel,125,60.1,2,6290
 3 Series,2015,Automatic,64523,Diesel,160,51.4,3,14699
 5 Series,2019,Automatic,20789,Petrol,145,50.4,2,21000
 4 Series,2017,Automatic,14282,Petrol,145,48.7,2,20000
 3 Series,2016,Automatic,27562,Diesel,145,56.5,3,15899
 5 Series,2018,Automatic,9273,Diesel,145,68.9,2,24299
 5 Series,2017,Automatic,10740,Diesel,145,65.7,2,23000
 5 Series,2013,Automatic,89028,Diesel,125,57.6,2,10100
 4 Series,2015,Automatic,46028,Diesel,125,58.9,2,16999
 3 Series,2013,Manual,52438,Diesel,125,60.1,2,9943
 1 Series,2018,Manual,8228,Diesel,145,68.9,2,14000
 2 Series,2016,Manual,43201,Diesel,20,68.9,2,9989
 5 Series,2015,Automatic,89986,Diesel,125,60.1,2,11930
 2 Series,2015,Automatic,78913,Diesel,30,62.8,2,11940
 1 Series,2010,Automatic,75000,Diesel,165,52.3,2,7450
 1 Series,2017,Manual,13000,Petrol,150,52.3,1.5,14940
 1 Series,2015,Manual,55018,Diesel,20,65.7,2,9834
 X1,2016,Automatic,81240,Diesel,30,65.7,2,12940
 5 Series,2015,Automatic,59775,Diesel,30,62.8,2,13440
 1 Series,2013,Manual,67916,Diesel,30,65.7,2,7940
 5 Series,2010,Automatic,94938,Diesel,240,43.5,3,9249
 2 Series,2016,Manual,81145,Diesel,30,62.8,2,12540
 4 Series,2017,Manual,85366,Diesel,145,62.8,2,12789
 5 Series,2016,Automatic,37323,Diesel,125,60.1,2,16440
 2 Series,2015,Automatic,16000,Diesel,30,67.3,2,14470
 5 Series,2018,Automatic,53519,Other,135,156.9,2,21940
 1 Series,2008,Manual,68000,Petrol,150,48.7,1.6,3940
 1 Series,2013,Manual,75323,Petrol,145,49.6,1.6,7440
 1 Series,2013,Manual,85871,Petrol,145,49.6,1.6,7340
 1 Series,2016,Manual,79675,Diesel,0,83.1,1.5,8940
 X1,2017,Automatic,89232,Diesel,145,65.7,2,15640
 1 Series,2015,Manual,62574,Diesel,0,83.1,1.5,8869
 3 Series,2016,Automatic,32731,Hybrid,0,134.5,2,18439
 1 Series,2017,Manual,15770,Diesel,0,83.1,1.5,12338
 4 Series,2015,Automatic,23413,Petrol,235,38.2,3,17899
 5 Series,2016,Automatic,39727,Diesel,125,60.1,2,16695
 Z4,2012,Manual,49289,Petrol,200,41.5,2,10199
 1 Series,2016,Manual,46717,Petrol,125,53.3,1.5,10250
 1 Series,2015,Manual,29550,Petrol,125,53.3,1.5,10790
 1 Series,2017,Manual,30846,Petrol,125,53.3,1.5,11250
 1 Series,2017,Manual,12600,Petrol,125,53.3,1.5,11750
 1 Series,2012,Automatic,96596,Diesel,30,64.2,2,6950
 4 Series,2015,Manual,40276,Diesel,30,67.3,2,12970
 3 Series,2014,Automatic,98381,Diesel,125,60.1,2,10230
 2 Series,2018,Automatic,67062,Diesel,145,51.4,2,13470
 3 Series,2013,Automatic,56000,Diesel,30,62.8,2,9490
 X1,2017,Manual,77484,Diesel,20,68.9,2,14930
 5 Series,2007,Automatic,75000,Diesel,330,35.8,2.5,6470
 X5,2011,Automatic,69987,Diesel,300,37.7,3,14970
 4 Series,2016,Automatic,55381,Diesel,145,53.3,3,17430
 2 Series,2016,Automatic,79983,Diesel,20,68.9,2,13940
 2 Series,2017,Manual,32218,Diesel,145,65.7,1.5,12440
 4 Series,2015,Manual,78217,Diesel,30,67.3,2,11570
 5 Series,2016,Automatic,60337,Diesel,20,68.9,2,12980
 3 Series,2018,Manual,10000,Petrol,150,52.3,1.5,16940
 4 Series,2016,Automatic,21000,Diesel,150,55.4,3,18640
 3 Series,2013,Automatic,48000,Diesel,125,57.6,3,14440
 1 Series,2016,Automatic,26000,Petrol,125,54.3,1.5,14670
 1 Series,2017,Manual,82000,Diesel,150,72.4,1.5,9970
 3 Series,2013,Manual,83000,Diesel,30,61.4,2,9940
 5 Series,2016,Automatic,66652,Diesel,160,51.4,3,15940
 3 Series,2011,Manual,67869,Diesel,125,60.1,2,8470
 1 Series,2009,Manual,79903,Diesel,30,62.8,2,4490
 X5,2017,Automatic,40070,Diesel,205,47.1,3,29440
 3 Series,2012,Automatic,37089,Petrol,160,47.1,2,10240
 3 Series,2017,Manual,59158,Diesel,30,67.3,2,12440
 6 Series,2012,Automatic,50319,Diesel,160,51.4,3,12970
 1 Series,2016,Manual,51727,Petrol,125,52.3,1.5,12340
 X1,2013,Automatic,46217,Diesel,165,52.3,2,10440
 i3,2015,Automatic,59000,Other,0,470.8,0.6,14940
 4 Series,2016,Manual,24083,Petrol,160,46.3,2,15440
 X1,2017,Manual,64235,Diesel,125,60.1,2,14940
 3 Series,2015,Automatic,69002,Diesel,125,60.1,2,11690
 3 Series,2017,Automatic,32997,Diesel,145,67.3,2,15940
 3 Series,2018,Manual,38631,Diesel,145,62.8,2,15490
 1 Series,2013,Automatic,53000,Diesel,30,62.8,2,9270
 2 Series,2016,Manual,46527,Diesel,125,60.1,2,14990
 3 Series,2015,Automatic,89001,Diesel,30,64.2,2,11970
 1 Series,2016,Manual,71000,Diesel,0,83.1,1.5,9440
 3 Series,2016,Manual,76218,Diesel,30,64.2,2,9790
 X5,2016,Automatic,76544,Diesel,200,47.1,3,25940
 3 Series,2017,Manual,65386,Petrol,125,52.3,1.5,11490
 3 Series,2018,Automatic,40739,Diesel,145,64.2,2,17240
 3 Series,2015,Manual,33902,Diesel,30,65.7,2,12189
 1 Series,2016,Manual,39077,Diesel,30,65.7,2,13299
 1 Series,2017,Manual,17724,Diesel,145,83.1,1.5,12415
 1 Series,2013,Automatic,48828,Petrol,235,37.7,3,13999
 3 Series,2016,Automatic,28136,Diesel,145,53.3,3,17940
 4 Series,2016,Automatic,43306,Diesel,160,51.4,3,18970
 3 Series,2015,Automatic,41115,Diesel,165,51.4,3,16940
 5 Series,2014,Automatic,62125,Diesel,150,55.4,2,13290
 X1,2016,Manual,78256,Diesel,20,68.9,2,13490
 Z4,2010,Manual,68090,Petrol,305,33.2,2.5,9440
 3 Series,2018,Automatic,27246,Diesel,145,64.2,2,19940
 3 Series,2017,Automatic,19351,Diesel,145,51.4,3,21299
 3 Series,2014,Automatic,50750,Diesel,125,57.6,2,12579
 1 Series,2018,Automatic,18225,Petrol,145,32.5,3,22000
 X1,2016,Manual,31327,Diesel,125,58.9,2,17000
 X1,2017,Automatic,27753,Diesel,145,65.7,2,17500
 X5,2016,Automatic,34367,Hybrid,0,85.6,2,31499
 4 Series,2016,Automatic,27069,Petrol,165,45.6,2,17940
 X1,2017,Automatic,80591,Diesel,30,65.7,2,14470
 3 Series,2017,Manual,17170,Diesel,150,60.1,2,17650
 1 Series,2014,Manual,55760,Diesel,30,65.7,2,9250
 3 Series,2015,Automatic,42938,Diesel,200,49.6,3,16970
 1 Series,2014,Automatic,53436,Diesel,30,64.2,2,10670
 4 Series,2017,Automatic,44558,Diesel,145,50.4,3,19970
 2 Series,2017,Manual,9369,Diesel,145,60.1,2,17940
 5 Series,2010,Automatic,116882,Diesel,150,54.3,2,5970
 1 Series,2015,Manual,62346,Diesel,0,78.5,1.5,9270
 6 Series,2016,Automatic,62156,Diesel,200,49.6,3,17490
 5 Series,2011,Automatic,84726,Diesel,145,54.3,2,8470
 5 Series,2019,Automatic,10628,Petrol,150,47.9,2,24970
 1 Series,2016,Automatic,52874,Petrol,235,37.7,3,15997
 1 Series,2017,Manual,10624,Diesel,0,83.1,1.5,11997
 3 Series,2015,Automatic,69986,Diesel,145,53.3,3,13940
 X1,2018,Automatic,9365,Petrol,145,44.8,2,22470
 3 Series,2016,Automatic,26108,Diesel,145,53.3,3,18770
 2 Series,2018,Semi-Auto,18323,Diesel,145,56.5,1.5,16470
 5 Series,2012,Automatic,71375,Diesel,125,57.6,2,9690
 4 Series,2018,Automatic,13623,Diesel,145,58.9,2,22770
 3 Series,2016,Manual,32046,Diesel,20,68.9,2,12970
 3 Series,2017,Manual,61093,Petrol,150,45.6,2,14497
 1 Series,2013,Manual,72000,Petrol,305,35.3,3,11497
 X1,2017,Automatic,33124,Diesel,125,60.1,2,17890
 2 Series,2017,Manual,27034,Petrol,150,48.7,1.5,13970
 X2,2019,Manual,4507,Petrol,150,41.5,1.5,23240
 X5,2015,Automatic,54000,Diesel,200,47.1,3,25470
 2 Series,2017,Manual,10874,Petrol,125,50.4,1.5,14270
 1 Series,2016,Manual,38936,Diesel,20,72.4,1.5,10340
 X4,2017,Automatic,41543,Diesel,150,54.3,2,22670
 7 Series,2017,Automatic,27791,Diesel,145,53.3,3,31250
 X1,2018,Automatic,14968,Diesel,150,60.1,2,22950
 3 Series,2016,Manual,19871,Diesel,20,72.4,2,13190
 3 Series,2015,Automatic,43838,Diesel,125,61.4,2,14495
 3 Series,2009,Manual,47125,Diesel,125,58.9,2,5995
 1 Series,2015,Manual,69000,Diesel,30,62.8,2,10990
 1 Series,2010,Manual,83844,Diesel,30,62.8,2,4990
 X3,2016,Automatic,19000,Diesel,150,54.3,2,20940
 X3,2011,Automatic,72000,Diesel,165,50.4,2,11940
 3 Series,2019,Automatic,7438,Petrol,145,42.2,2,24850
 3 Series,2019,Automatic,23150,Diesel,150,52.3,2,24450
 X3,2018,Automatic,13200,Petrol,150,30.4,2,28950
 X1,2018,Automatic,10923,Petrol,150,37.7,2,22900
 2 Series,2019,Automatic,8225,Diesel,150,61.4,2,22950
 2 Series,2018,Automatic,20682,Hybrid,140,135.5,1.5,19250
 X5,2018,Automatic,15245,Diesel,150,47.1,3,34650
 3 Series,2019,Automatic,4879,Petrol,150,41.5,2,27750
 3 Series,2015,Automatic,40528,Diesel,30,62.8,2,14250
 5 Series,2017,Automatic,30141,Diesel,145,60.1,2,22350
 2 Series,2017,Automatic,13311,Petrol,145,61.4,2,15250
 X1,2019,Automatic,7542,Diesel,145,60.1,2,24950
 4 Series,2019,Automatic,10847,Diesel,145,65.7,2,23250
 X1,2019,Automatic,9412,Diesel,145,60.1,2,24950
 4 Series,2019,Automatic,9564,Diesel,145,65.7,2,23350
 X1,2019,Automatic,7032,Diesel,145,60.1,2,24950
 X2,2019,Automatic,2077,Diesel,150,58.9,2,26750
 X3,2015,Automatic,15131,Diesel,150,54.3,2,18950
 3 Series,2016,Automatic,49967,Diesel,30,62.8,2,14950
 X1,2019,Automatic,5217,Diesel,145,60.1,2,24950
 1 Series,2018,Manual,5531,Petrol,145,37.2,1.5,16139
 3 Series,2016,Automatic,46626,Hybrid,0,134.5,2,15300
 5 Series,2019,Automatic,12568,Petrol,145,47.9,2,22900
 2 Series,2017,Automatic,39758,Diesel,145,62.8,2,15950
 5 Series,2019,Automatic,8062,Diesel,145,51.4,3,36250
 1 Series,2017,Automatic,35835,Diesel,150,70.6,2,13450
 1 Series,2019,Automatic,12725,Petrol,145,39.8,3,23450
 X5,2016,Automatic,44316,Hybrid,0,85.6,2,30850
 2 Series,2019,Manual,16606,Petrol,150,52.3,1.5,18350
 Z4,2013,Automatic,35554,Petrol,205,41.5,2,13700
 2 Series,2017,Automatic,21284,Petrol,145,48.7,2,16512
 4 Series,2018,Manual,7621,Diesel,150,62.8,2,19495
 3 Series,2018,Manual,29384,Petrol,145,47.9,2,17488
 1 Series,2019,Automatic,9112,Petrol,145,39.8,3,23499
 3 Series,2014,Manual,47735,Petrol,160,44.8,2,11205
 1 Series,2016,Manual,31319,Diesel,20,72.4,1.5,10989
 5 Series,2013,Automatic,38705,Diesel,125,60.1,2,11899
 X1,2016,Manual,26436,Diesel,20,68.9,2,14999
 3 Series,2017,Automatic,24536,Petrol,145,48.7,2,17541
 X1,2012,Manual,130000,Diesel,160,51.4,2,5994
 X1,2019,Automatic,9469,Diesel,145,60.1,2,24950
 X1,2019,Automatic,10577,Diesel,145,60.1,2,24800
 4 Series,2017,Automatic,29989,Diesel,150,49.6,3,22995
 X5,2015,Automatic,94643,Diesel,205,47.1,3,21990
 1 Series,2014,Manual,131347,Diesel,0,74.3,1.6,5490
