model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 B Class,2008,Automatic,52691,Petrol,235,39.8,1.7,3990
 SLK,2003,Automatic,58415,Petrol,330,27.2,3.2,5990
 S Class,1998,Automatic,43534,Petrol,265,23.3,6,19990
 B Class,2005,Automatic,101980,Diesel,200,47.9,2,2490
 SLK,2002,Automatic,75034,Petrol,325,30,2.3,4990
 CL Class,2014,Semi-Auto,70523,Petrol,200,39.8,2,20990
 GLE Class,2017,Automatic,22585,Diesel,200,47.9,2.1,24500
 GLE Class,2018,Automatic,3000,Diesel,145,47.9,2.1,29500
 C Class,2016,Automatic,28000,Diesel,20,64.2,2.1,16000
 SLK,2018,Automatic,25782,Diesel,30,70.6,2.1,19450
 E Class,2015,Automatic,29963,Diesel,145,53.3,3,15540
 B Class,2020,Automatic,500,Diesel,145,55.4,2,25940
 A Class,2020,Automatic,6000,Petrol,145,53.3,1.3,25644
 C Class,2016,Automatic,30954,Petrol,125,53.3,2,15249
 C Class,2019,Automatic,3061,Petrol,145,44.1,2,32950
 B Class,2007,Automatic,85858,Diesel,200,47.1,2,3990
 SLK,1998,Automatic,113557,Petrol,265,32.1,2.3,1990
 SLK,2003,Automatic,57989,Petrol,325,30,2.3,3990
 SLK,2001,Automatic,42087,Petrol,325,30,2.3,4490
 SLK,2001,Automatic,64476,Petrol,325,27.2,3.2,4990
 SLK,2004,Automatic,62744,Petrol,325,30.7,2,4990
 SLK,2001,Manual,56785,Petrol,325,25.5,3.2,4990
 CL Class,2015,Manual,57119,Petrol,125,50.4,1.6,14700
 E Class,2014,Automatic,52897,Diesel,145,55.4,2.1,13000
 A Class,2003,Manual,109090,Petrol,235,40,1.4,650
 E Class,2016,Automatic,38951,Diesel,125,61.4,2.1,16500
 CLS Class,2016,Automatic,53555,Diesel,160,51.4,3,20450
 A Class,2017,Semi-Auto,27363,Diesel,20,67.3,2.1,18450
 A Class,2015,Semi-Auto,33080,Diesel,20,68.9,2.1,12950
 C Class,2015,Automatic,91639,Petrol,300,34.5,4,24500
 C Class,2013,Manual,109447,Diesel,20,68.9,2.1,7000
 E Class,2014,Automatic,80988,Diesel,125,56.5,2.1,11351
 A Class,2014,Semi-Auto,35596,Petrol,145,45.6,2,15750
 A Class,2014,Manual,53553,Diesel,0,78.5,1.5,9800
 C Class,2015,Manual,64219,Diesel,20,68.9,2.1,13200
 A Class,2017,Semi-Auto,28206,Diesel,20,67.3,2.1,16850
 E Class,2016,Automatic,61709,Diesel,160,51.4,3,18900
 E Class,2001,Automatic,60997,Petrol,325,29.4,2,3990
 GLC Class,2017,Automatic,24786,Diesel,125,56.5,2.1,22750
 GLC Class,2017,Automatic,32308,Diesel,145,56.5,2.1,23000
 GLE Class,2018,Automatic,29109,Diesel,145,42.8,3,29000
 GLC Class,2018,Automatic,25046,Diesel,145,56.5,2.1,24750
 GLC Class,2018,Automatic,25530,Diesel,145,56.5,2.1,24750
 GLE Class,2018,Automatic,20137,Diesel,145,47.9,2.1,29500
 GLA Class,2019,Manual,18341,Petrol,145,40.9,1.6,18500
 GLB Class,2020,Automatic,6000,Diesel,145,47.9,2,36995
 E Class,2020,Automatic,6000,Diesel,145,47.1,2.9,49990
 CLA Class,2020,Automatic,6000,Petrol,145,40.9,2,28990
 A Class,2020,Automatic,6000,Petrol,145,28.5,2,26490
 C Class,2020,Automatic,6000,Diesel,145,48.7,2,34495
 C Class,2020,Automatic,6000,Diesel,145,64.2,2,30990
 GLC Class,2017,Automatic,39720,Diesel,145,56.5,2.1,29490
 GLC Class,2019,Automatic,9844,Diesel,145,56.5,2.1,34460
 B Class,2019,Manual,8288,Petrol,145,45.6,1.3,21999
 V Class,2018,Automatic,26500,Diesel,145,45.6,2.1,35990
 S Class,2014,Automatic,56000,Diesel,200,48.7,3,24990
 V Class,2015,Automatic,57500,Diesel,235,44.8,2.1,27490
 V Class,2015,Automatic,48500,Diesel,200,45.6,2.1,26490
 V Class,2017,Automatic,86000,Diesel,145,44.8,2.1,29990
 S Class,2017,Automatic,21600,Diesel,145,52.3,2.9,41990
 GLA Class,2016,Semi-Auto,27850,Diesel,125,56.5,2.1,18990
 S Class,2016,Automatic,19000,Petrol,305,33.2,4.7,42490
 S Class,2018,Automatic,23000,Diesel,150,52.3,2.9,39490
 S Class,2018,Automatic,25000,Diesel,150,52.3,2.9,39990
 E Class,2010,Automatic,118000,Diesel,145,48.7,2.1,6350
 C Class,2002,Automatic,52700,Petrol,325,31.4,2,2140
 M Class,2004,Automatic,121000,Diesel,325,29.7,2.7,19950
 M Class,2011,Automatic,90000,Diesel,555,32.5,3,10750
 SL CLASS,1998,Automatic,49000,Petrol,255,28.2,3.2,10450
 GLC Class,2017,Automatic,21000,Diesel,145,56.5,2.1,30950
 E Class,2015,Automatic,45000,Diesel,145,54.3,3,16950
 M Class,2015,Automatic,49000,Diesel,200,45.6,2.2,18450
 A Class,2016,Automatic,45000,Petrol,325,30.1,4,57950
 C Class,2018,Automatic,6000,Diesel,145,58.9,2.1,22950
 GLE Class,2017,Automatic,30000,Diesel,145,42.8,3,29450
 C Class,2015,Automatic,20000,Hybrid,0,76.4,2.2,16950
 E Class,2017,Automatic,21000,Petrol,145,33.6,3,31950
 SL CLASS,2015,Automatic,28000,Petrol,325,31,4.7,29950
 E Class,2015,Automatic,44000,Diesel,125,57.7,2.2,15950
 SLK,2001,Automatic,91000,Petrol,325,30,2.3,3950
 R Class,2007,Automatic,60000,Diesel,565,30.4,3,6950
 A Class,2018,Automatic,14000,Diesel,145,74.3,1.5,15990
 C Class,2016,Automatic,20000,Diesel,20,64.2,2.1,16995
 C Class,2013,Automatic,70000,Diesel,125,55.4,2.1,8995
 C Class,2014,Automatic,45000,Petrol,160,46.3,1.6,11295
 E Class,2017,Automatic,43000,Petrol,145,33.6,3,29950
 A Class,2013,Manual,53000,Diesel,30,62.8,1.8,9450
 A Class,2016,Semi-Auto,52000,Diesel,20,68.9,2.1,15999
 C Class,2012,Automatic,47200,Petrol,165,44.8,1.6,10499
 C Class,2013,Manual,57000,Diesel,160,52.3,2.1,10999
 C Class,2012,Automatic,64000,Diesel,145,53.3,2.1,9499
 A Class,2015,Semi-Auto,25300,Diesel,20,68.9,1.5,13400
 C Class,2017,Automatic,13800,Diesel,30,65.7,2.1,23800
 C Class,2015,Automatic,28000,Diesel,30,64.2,2.1,18999
 SL CLASS,2017,Automatic,16558,Petrol,145,36.7,3,34950
 S Class,2016,Automatic,42000,Diesel,165,50.4,3,31990
 E Class,2014,Automatic,60500,Diesel,30,58.9,2.1,9990
 S Class,2017,Automatic,21000,Petrol,150,40.9,3,48990
 V Class,2017,Automatic,34564,Diesel,145,44.8,2.1,54990
 V Class,2017,Automatic,40000,Diesel,150,44.8,2.1,33990
 B Class,2013,Manual,65455,Diesel,125,61.4,1.8,7295
 E Class,2011,Automatic,38541,Diesel,145,55.4,2.1,9295
 E Class,2016,Automatic,36998,Diesel,160,51.4,3,18795
 A Class,2017,Semi-Auto,24391,Diesel,20,74.3,1.5,14495
 A Class,2017,Manual,26843,Diesel,20,68.9,1.5,14995
 CL Class,2017,Semi-Auto,35000,Petrol,145,53.3,1.6,20999
 C Class,2010,Automatic,80000,Diesel,200,45.6,2.1,6999
 C Class,2015,Automatic,20000,Diesel,30,64.2,2.1,20999
 C Class,2010,Manual,68000,Diesel,145,56.5,2.1,5999
 A Class,2017,Manual,12200,Diesel,20,68.9,1.5,16999
 E Class,2010,Automatic,98000,Diesel,200,45.6,2.1,7995
 E Class,2019,Automatic,2400,Hybrid,135,188.3,2,38995
 E Class,2015,Automatic,56101,Diesel,125,58.9,2.1,14250
 E Class,2017,Automatic,26296,Diesel,150,61.4,2.1,20450
 A Class,2007,Automatic,81000,Diesel,160,49.6,2,2478
 SL CLASS,2016,Automatic,14002,Diesel,30,70.6,2.1,16995
 A Class,2017,Semi-Auto,21075,Diesel,145,67.3,2.1,18495
 B Class,2016,Manual,29670,Diesel,20,70.6,1.5,11495
 A Class,2014,Semi-Auto,34101,Petrol,145,50.4,1.6,11495
 C Class,2016,Automatic,18000,Petrol,305,34.5,4,36950
 SL CLASS,1997,Automatic,76000,Petrol,255,28.2,3.2,9995
 E Class,2015,Automatic,46578,Diesel,30,64.2,2.1,13999
 A Class,2018,Automatic,4658,Diesel,150,74.3,1.5,21450
 A Class,2019,Automatic,3174,Petrol,150,28.5,1.3,23480
 GLC Class,2019,Automatic,5000,Diesel,150,43.5,2,34980
 B Class,2016,Automatic,43376,Diesel,20,68.9,1.5,13980
 CLS Class,2015,Automatic,46085,Diesel,160,51.4,3,18680
 E Class,2010,Automatic,64000,Diesel,185,47.1,2.1,8290
 V Class,2016,Automatic,33000,Diesel,235,44.8,2.1,29995
 S Class,2009,Automatic,79980,Diesel,325,34,3,8990
 SL CLASS,2002,Automatic,34000,Petrol,325,22.2,5,16999
 E Class,2008,Semi-Auto,55000,Petrol,570,19.8,6.2,14995
 X-CLASS,2019,Automatic,39,Diesel,260,35.8,2.3,28675
 X-CLASS,2019,Automatic,37,Diesel,260,35.8,2.3,28900
 C Class,2019,Manual,3000,Diesel,145,50.4,1.5,12900
 B Class,2011,Automatic,34000,Petrol,240,39.8,1.5,6595
 E Class,2015,Automatic,166086,Diesel,30,64.2,2.1,6775
 C Class,2011,Automatic,39000,Petrol,160,43.5,1.8,9495
 E Class,2017,Automatic,49000,Petrol,300,32.8,3,31995
 C Class,2016,Automatic,58468,Hybrid,0,122.8,2,15485
 V Class,2018,Manual,30577,Diesel,145,46.3,2.1,19990
 C Class,2009,Automatic,60000,Diesel,265,42.2,2.1,6995
 E Class,2012,Automatic,50000,Diesel,160,53.3,2.1,12495
 S Class,2018,Automatic,22700,Diesel,145,52.3,2.9,46990
 S Class,2018,Automatic,43000,Diesel,145,52.3,2.9,33490
 GLA Class,2019,Automatic,8100,Petrol,145,44.8,1.6,20990
 E Class,2017,Automatic,57000,Diesel,145,65.7,2,19490
 C Class,2015,Automatic,56000,Petrol,300,34.5,4,29990
 A Class,2018,Automatic,6800,Petrol,145,24.8,4,89990
 V Class,2016,Automatic,43000,Diesel,200,45.6,2.1,25490
 A Class,2016,Manual,20841,Petrol,145,49.6,1.6,14180
 C Class,2005,Automatic,109000,Petrol,325,32.1,1.8,2690
 C Class,2010,Automatic,60000,Diesel,205,45.6,2.1,7490
 A Class,2013,Manual,72000,Diesel,20,70.6,1.5,9795
 X-CLASS,2017,Manual,6000,Diesel,260,37.2,2.3,26990
 X-CLASS,2017,Automatic,22500,Diesel,260,35.8,2.3,29990
 A Class,2016,Automatic,27655,Petrol,200,42.8,2,19800
 C Class,2016,Automatic,25207,Petrol,125,51.4,2,18980
 GLC Class,2017,Automatic,26234,Diesel,145,56.5,2.1,26980
 GLC Class,2016,Automatic,29071,Diesel,125,56.5,2.1,23680
 CLA Class,2017,Automatic,20990,Petrol,145,40.9,2,29280
 E Class,2019,Automatic,18810,Petrol,145,42.2,2,23480
 E Class,2018,Automatic,12155,Diesel,145,58.9,2,25980
 V Class,2018,Automatic,13737,Diesel,145,45.6,2.1,35480
 GLA Class,2015,Automatic,26166,Diesel,125,55.4,2.1,16280
 A Class,2018,Automatic,20000,Diesel,145,65.7,1.5,18680
 CLS Class,2016,Automatic,30744,Diesel,125,57.7,2.1,19480
 GLC Class,2017,Automatic,28037,Diesel,125,56.5,2.1,26989
 C Class,2017,Automatic,41539,Diesel,30,65.7,2.1,21980
 A Class,2017,Automatic,42151,Diesel,145,74.3,1.5,14680
 E Class,2018,Automatic,7832,Diesel,145,58.9,2,25980
 C Class,2016,Automatic,18389,Petrol,300,34,3,32980
 C Class,2019,Automatic,11287,Diesel,145,58.9,1.6,22980
 C Class,2016,Automatic,23109,Petrol,125,52.3,2,17480
 E Class,2017,Automatic,66069,Diesel,20,72.4,2,16989
 C Class,2017,Automatic,26844,Diesel,150,58.9,2.1,22980
 B Class,2017,Automatic,10954,Diesel,20,68.9,1.5,16280
 A Class,2019,Automatic,9460,Petrol,150,28.5,1.3,22480
 A Class,2019,Manual,4194,Petrol,150,28.5,1.3,22350
 E Class,2019,Automatic,6311,Diesel,145,61.4,2,26980
 A Class,2017,Automatic,46434,Diesel,20,74.3,1.5,14480
 B Class,2016,Manual,21496,Petrol,125,49.6,1.6,13000
 CLA Class,2017,Manual,26662,Diesel,30,65.7,2.1,18980
 C Class,2017,Automatic,19752,Petrol,145,48.7,2,20880
 E Class,2018,Automatic,13520,Diesel,145,61.4,2,23480
 GLA Class,2016,Automatic,61356,Diesel,125,56.5,2.1,16580
 CLA Class,2019,Automatic,3128,Petrol,145,40.9,2,28680
 B Class,2019,Automatic,8247,Diesel,145,54.3,2,26480
 C Class,2017,Automatic,25023,Diesel,145,65.7,2.1,22280
 A Class,2017,Manual,15720,Diesel,150,68.9,1.5,16290
 C Class,2016,Automatic,68429,Diesel,30,64.2,2.1,17000
 GLA Class,2017,Automatic,15922,Petrol,150,38.2,2,30480
 C Class,2017,Automatic,29540,Petrol,205,40.9,2,23966
 A Class,2019,Automatic,8607,Diesel,145,65.7,1.5,20290
 A Class,2019,Automatic,4765,Diesel,145,67.3,1.5,24989
 A Class,2018,Automatic,15677,Petrol,145,53.3,1.3,20280
 E Class,2019,Automatic,5978,Diesel,145,67.3,2,25780
 V Class,2019,Automatic,5322,Diesel,145,45.6,2,39580
 A Class,2019,Automatic,7000,Petrol,145,35.3,2,32995
 C Class,2014,Automatic,31000,Diesel,30,64.2,2.1,16995
 C Class,2016,Automatic,29000,Diesel,125,60.1,2.1,19995
 GLC Class,2018,Automatic,15000,Diesel,150,56.5,2.1,28995
 C Class,2012,Automatic,51564,Petrol,160,43.5,1.8,8495
220,2018,Automatic,9814,Diesel,145,61.4,2,19995
200,2018,Manual,15113,Diesel,145,64.2,2.2,19495
 C Class,2013,Automatic,39000,Petrol,570,23.5,6.2,22948
 E Class,2015,Automatic,36400,Diesel,125,56.5,2.1,16495
 SL CLASS,2005,Automatic,80543,Petrol,325,24.1,3.7,6995
 E Class,2016,Automatic,34000,Diesel,20,72.4,2,17995
 C Class,2011,Automatic,62000,Diesel,145,56.5,2.1,7995
 A Class,2018,Automatic,18000,Petrol,145,53.3,1.3,20495
 GLC Class,2018,Automatic,9500,Diesel,150,56.5,2.1,28995
 E Class,2010,Automatic,121000,Diesel,300,39.8,3,5995
 GLC Class,2016,Automatic,36000,Diesel,125,56.5,2.1,24995
 A Class,2017,Semi-Auto,21754,Diesel,150,74.3,1.5,14500
 E Class,2009,Automatic,133000,Diesel,330,34.9,3,4700
 A Class,2010,Manual,116126,Diesel,145,54.3,2,1350
 A Class,2007,Automatic,84000,Petrol,200,42.8,1.5,1800
 S Class,2002,Automatic,24000,Petrol,570,21.1,5,6995
 S Class,1999,Automatic,34000,Petrol,145,24.6,3.2,5995
 S Class,2001,Automatic,66000,Petrol,570,24.6,3.2,4495
 SLK,2008,Automatic,58000,Petrol,330,29.7,3,7495
 A Class,2017,Semi-Auto,21000,Diesel,150,74.3,1.5,17495
 A Class,2016,Semi-Auto,42400,Diesel,20,74.3,1.5,13295
 E Class,2016,Automatic,39980,Diesel,30,65.7,2,17995
 E Class,2014,Automatic,154000,Diesel,30,58.9,2.1,7995
 C Class,2008,Automatic,123000,Diesel,265,42.2,2.1,3995
 C Class,2015,Automatic,62000,Diesel,30,64.2,2.1,11500
 GLA Class,2015,Automatic,18601,Diesel,30,62.8,2.1,16490
 C Class,2018,Automatic,31942,Petrol,150,50.4,2,16500
 C Class,2018,Automatic,11870,Petrol,145,48.7,2,20000
 C Class,2018,Automatic,19825,Diesel,145,67.3,2.1,22000
 GLC Class,2016,Automatic,38797,Diesel,125,56.5,2.1,22800
 A Class,2017,Semi-Auto,13774,Diesel,150,74.3,1.5,15200
 GLC Class,2017,Automatic,59879,Diesel,145,56.5,2.1,23800
 A Class,2018,Automatic,10669,Diesel,145,65.7,1.5,18200
 CL Class,2016,Semi-Auto,48240,Diesel,125,58.9,2.1,17000
 GLA Class,2018,Semi-Auto,22873,Diesel,150,64.2,2.1,19500
 A Class,2019,Automatic,11709,Petrol,145,53.3,1.3,20700
 CL Class,2017,Semi-Auto,40684,Diesel,145,58.9,2.1,18300
 E Class,2018,Automatic,31281,Diesel,145,72.4,2,21500
 A Class,2018,Semi-Auto,19825,Diesel,145,74.3,1.5,16600
 A Class,2018,Automatic,12124,Diesel,150,65.7,1.5,18000
 E Class,2018,Automatic,50711,Diesel,145,72.4,2,18600
 GLC Class,2017,Automatic,16907,Diesel,150,56.5,2.1,27700
 C Class,2018,Automatic,13485,Petrol,150,47.1,2,23800
 C Class,2017,Automatic,35180,Diesel,30,64.2,2.1,16800
 E Class,2018,Automatic,14648,Diesel,145,67.3,2,24000
 A Class,2018,Automatic,9571,Petrol,145,53.3,1.3,21390
 A Class,2019,Automatic,17820,Diesel,150,65.7,1.5,18480
 A Class,2020,Automatic,2033,Petrol,145,28.5,1.3,29480
 GLE Class,2016,Automatic,11087,Diesel,300,39.2,3,36980
 C Class,2019,Automatic,9155,Petrol,145,27.2,4,54980
 A Class,2016,Automatic,38144,Diesel,20,68.9,2.1,17980
 A Class,2016,Automatic,30202,Diesel,20,74.3,1.5,15480
 C Class,2017,Automatic,17601,Petrol,150,49.6,2,19290
 C Class,2014,Manual,52000,Diesel,20,64.2,2.1,9000
 GLC Class,2017,Automatic,35872,Diesel,145,56.5,2.1,25800
 E Class,2011,Manual,89000,Diesel,160,52.3,2.1,7490
 E Class,2018,Automatic,26692,Diesel,145,72.4,2,20300
 SL CLASS,2016,Automatic,45823,Diesel,30,70.6,2.1,16400
 C Class,2016,Automatic,16801,Diesel,20,67.3,2.1,20500
 CL Class,2016,Semi-Auto,32626,Petrol,200,41.5,2,20500
 E Class,2018,Automatic,32131,Diesel,145,72.4,2,21500
 B Class,2018,Automatic,16002,Petrol,145,51.4,1.6,17000
 GLA Class,2019,Automatic,14049,Petrol,150,44.8,1.6,19750
 A Class,2016,Manual,31623,Diesel,20,68.9,1.5,14800
 CLA Class,2018,Automatic,32197,Petrol,145,52.3,1.6,18400
 C Class,2017,Automatic,31559,Diesel,30,65.7,2.1,14500
 C Class,2017,Automatic,38082,Diesel,150,61.4,2.1,18500
 C Class,2008,Automatic,104000,Diesel,210,42.2,2.1,3995
 M Class,2011,Automatic,131000,Diesel,555,31,3,7995
 CL Class,2018,Automatic,22742,Diesel,145,67.3,2.1,17500
 E Class,2018,Automatic,32521,Diesel,145,67.3,2,22500
 GLA Class,2016,Automatic,44930,Diesel,125,56.5,2.1,16700
 GLE Class,2016,Automatic,36098,Diesel,205,47.9,2.1,25000
 E Class,2017,Automatic,29138,Diesel,30,65.7,2,21500
 CLA Class,2017,Manual,35580,Petrol,150,48.7,1.6,16600
 E Class,2015,Automatic,85000,Diesel,125,61.4,2.1,13950
 A Class,2014,Manual,71000,Diesel,125,62.8,1.8,9688
 M Class,1970,Automatic,14000,Diesel,305,39.2,0,24999
 A Class,2014,Manual,65000,Diesel,20,72.4,1.5,10788
 A Class,2014,Semi-Auto,52000,Diesel,20,68.9,2.1,11988
 C Class,2016,Automatic,42000,Diesel,20,68.9,2.1,18200
 E Class,2013,Automatic,27000,Diesel,200,45.6,3,17495
 E Class,2015,Automatic,32000,Diesel,145,55.4,2.1,17495
 E Class,2013,Automatic,39000,Diesel,160,52.3,2.1,13995
 C Class,2017,Automatic,32408,Diesel,30,61.4,2.1,18000
 GLA Class,2014,Manual,22118,Diesel,30,62.8,2.1,13900
 GLA Class,2016,Automatic,31478,Diesel,125,56.5,2.1,18500
 GLA Class,2018,Manual,16701,Diesel,150,64.2,2.1,18450
 C Class,2018,Automatic,28248,Diesel,150,64.2,2.1,18500
 A Class,2016,Manual,21572,Diesel,20,72.4,1.5,12600
 C Class,2017,Automatic,29516,Diesel,125,58.9,2.1,19700
 A Class,2016,Manual,33469,Diesel,0,80.7,1.5,12000
 E Class,2017,Automatic,44784,Diesel,20,67.3,2,19000
 E Class,2017,Automatic,33652,Diesel,150,67.3,2,19500
 C Class,2017,Automatic,34476,Diesel,30,64.2,1.6,17500
 E Class,2017,Automatic,21067,Diesel,30,65.7,2,20000
 C Class,2017,Automatic,24624,Diesel,150,60.1,2.1,20500
 GLA Class,2016,Automatic,47977,Diesel,125,56.5,2.1,17800
 C Class,2016,Automatic,29947,Diesel,30,61.4,2.1,17000
 A Class,2016,Manual,33660,Diesel,30,62.8,2.1,14250
 C Class,2016,Automatic,77814,Other,0,134.5,2,13850
 C Class,2017,Automatic,37004,Diesel,30,61.4,2.1,16900
 A Class,2017,Manual,21692,Petrol,125,52.3,1.6,12700
 E Class,2017,Automatic,28396,Diesel,20,67.3,2,18700
 C Class,2017,Automatic,14161,Diesel,145,58.9,2.1,24280
 C Class,2019,Automatic,11487,Diesel,145,57.7,2,28180
 E Class,2019,Automatic,7580,Diesel,145,67.3,2,25780
 E Class,2015,Automatic,42967,Diesel,125,58.9,2.1,16480
 A Class,2017,Automatic,24906,Petrol,145,40.9,2,28980
 GLA Class,2019,Automatic,10636,Petrol,150,36.2,1.6,24980
 C Class,2017,Automatic,45437,Hybrid,0,134.5,2,17890
 GLA Class,2019,Automatic,9910,Petrol,150,36.2,1.6,24980
 E Class,2017,Automatic,40337,Diesel,145,72.4,2,18600
 E Class,2018,Automatic,32951,Diesel,145,72.4,2,19000
 E Class,2018,Automatic,32489,Diesel,145,72.4,2,19000
 GLA Class,2017,Automatic,26424,Diesel,30,64.2,2.1,17000
 C Class,2018,Manual,31540,Petrol,145,49.6,2,19900
 E Class,2018,Automatic,30818,Diesel,150,72.4,2,20800
 E Class,2018,Automatic,35717,Diesel,150,72.4,2,19000
 A Class,2017,Automatic,27402,Diesel,0,76.4,1.5,14500
 E Class,2016,Automatic,35581,Diesel,125,58.9,2.1,17500
 E Class,2017,Automatic,38976,Diesel,20,67.3,2,18300
 A Class,2017,Automatic,23431,Diesel,20,74.3,1.5,16500
 E Class,2017,Automatic,26826,Diesel,30,65.7,2,19500
 E Class,2017,Automatic,40953,Diesel,30,65.7,2,18000
 E Class,2016,Automatic,31257,Diesel,30,65.7,2,18800
 A Class,2017,Automatic,24469,Petrol,125,53.3,1.6,16750
 E Class,2017,Automatic,35090,Diesel,150,72.4,2,18250
 C Class,2014,Automatic,80579,Diesel,30,64.2,2.1,13600
 A Class,2017,Automatic,29262,Diesel,145,68.9,2.1,16950
 E Class,2018,Automatic,39381,Diesel,150,65.7,2,21000
 A Class,2018,Automatic,22106,Diesel,150,70.6,2.1,15800
 A Class,2016,Manual,24627,Diesel,20,72.4,1.5,13000
 GLA Class,2017,Automatic,29831,Diesel,30,64.2,2.1,17000
 GLA Class,2017,Automatic,35901,Diesel,145,56.5,2.1,18500
 A Class,2017,Manual,66903,Diesel,20,72.4,1.5,11800
 SLK,2013,Automatic,38490,Diesel,145,56.5,2.1,11300
 GLA Class,2017,Automatic,30312,Diesel,30,64.2,2.1,16700
 M Class,2015,Automatic,53815,Diesel,205,39.2,2.1,18300
 C Class,2017,Automatic,31715,Diesel,20,67.3,2.1,21000
 GLA Class,2017,Automatic,26550,Diesel,30,64.2,2.1,17500
 GLA Class,2016,Automatic,42844,Diesel,30,64.2,2.1,15600
 E Class,2017,Automatic,32231,Diesel,30,65.7,2,19000
 GLA Class,2018,Manual,29515,Diesel,150,64.2,2.1,17500
 C Class,2017,Automatic,24653,Diesel,30,61.4,2.1,17400
 C Class,2016,Automatic,21547,Diesel,125,60.1,2.1,21000
 A Class,2017,Manual,24155,Petrol,150,51.4,1.6,16250
 A Class,2018,Automatic,16135,Diesel,150,68.9,2.1,17400
 E Class,2018,Automatic,14228,Petrol,150,40.4,2,27000
 A Class,2018,Automatic,17561,Diesel,150,65.7,1.5,17600
 C Class,2016,Automatic,52749,Hybrid,0,76.4,2.1,17500
 C Class,2017,Automatic,26036,Diesel,150,64.2,2.1,18250
 C Class,2017,Automatic,41272,Diesel,150,60.1,2.1,16500
 GLA Class,2014,Automatic,81862,Diesel,150,55.4,2.1,14000
 GLA Class,2017,Manual,41762,Diesel,30,64.2,2.1,15400
 C Class,2017,Automatic,39777,Diesel,150,64.2,2.1,17000
 A Class,2017,Manual,25214,Diesel,150,65.7,2.1,13500
 E Class,2017,Automatic,28491,Diesel,20,72.4,2,19000
 E Class,2017,Automatic,34786,Diesel,20,72.4,2,17700
 E Class,2016,Automatic,58221,Diesel,125,58.9,2.1,14200
 C Class,2016,Manual,48128,Diesel,20,65.7,2.1,13950
 E Class,2018,Automatic,31215,Diesel,150,72.4,2,20000
 E Class,2015,Automatic,54000,Diesel,160,51.4,3,17950
 CL Class,2016,Automatic,42000,Petrol,200,40.9,2,24950
 CLS Class,2016,Automatic,50000,Petrol,235,39.2,3.5,21950
 G Class,2018,Automatic,13000,Diesel,145,28.5,3,64950
 C Class,2017,Automatic,30000,Petrol,150,48.7,2,19950
 C Class,2017,Automatic,9000,Diesel,150,58.9,2.1,22950
 A Class,2013,Manual,54000,Petrol,150,48.7,1.6,9950
 V Class,2015,Automatic,49000,Diesel,235,44.8,2.2,26950
 C Class,2017,Automatic,33265,Diesel,30,61.4,2.1,17900
 A Class,2016,Manual,29488,Diesel,30,62.8,2.1,14400
 C Class,2014,Automatic,49409,Diesel,20,64.2,2.1,13500
 A Class,2016,Manual,39119,Diesel,20,72.4,1.5,11000
 E Class,2019,Automatic,811,Diesel,145,65.7,2,27300
 A Class,2016,Manual,50521,Diesel,20,68.9,1.5,13200
 C Class,2016,Automatic,42310,Diesel,30,64.2,2.1,17300
 GLA Class,2018,Automatic,10512,Petrol,145,50.4,1.6,19700
 GLA Class,2017,Automatic,21325,Petrol,145,42.8,2,20000
 A Class,2018,Manual,20001,Diesel,150,65.7,2.1,14500
 C Class,2015,Automatic,39343,Diesel,30,64.2,2.1,17500
 A Class,2017,Manual,17855,Diesel,150,72.4,1.5,14500
 A Class,2019,Automatic,15892,Petrol,150,28.5,1.3,19500
 E Class,2018,Automatic,15517,Petrol,150,40.4,2,27000
 E Class,2018,Automatic,30493,Diesel,150,72.4,2,20800
 E Class,2017,Automatic,31599,Diesel,125,58.9,2.1,17250
 GLC Class,2017,Automatic,36853,Diesel,125,56.5,2.1,23100
 GLC Class,2016,Automatic,50043,Diesel,125,56.5,2.1,19300
 E Class,2015,Automatic,56401,Diesel,125,56.5,2.1,14400
 C Class,2017,Automatic,52897,Other,0,134.5,2,17400
 C Class,2017,Automatic,21841,Diesel,30,60.1,2.1,17600
 GLA Class,2019,Manual,20854,Petrol,145,40.9,1.6,17600
 C Class,2017,Automatic,31530,Diesel,30,64.2,2.1,18400
 C Class,2016,Automatic,33380,Diesel,20,65.7,2.1,14000
 E Class,2016,Automatic,48139,Diesel,30,65.7,2,18900
 C Class,2017,Automatic,29689,Diesel,30,61.4,2.1,18500
 GLC Class,2015,Automatic,66160,Diesel,125,56.5,2.1,19500
 M Class,2015,Automatic,25653,Diesel,200,39.2,2.1,19300
 C Class,2015,Manual,83193,Diesel,20,68.9,2.1,11000
 C Class,2017,Manual,47608,Diesel,20,68.9,2.1,13900
 E Class,2015,Automatic,38411,Diesel,125,56.5,2.1,16500
 A Class,2017,Manual,39119,Diesel,150,80.7,1.5,12100
 A Class,2016,Manual,34089,Diesel,30,62.8,2.1,14600
 E Class,2017,Automatic,17059,Diesel,30,65.7,2,20100
 E Class,2018,Automatic,28759,Diesel,150,72.4,2,20800
 A Class,2018,Manual,23051,Diesel,150,62.8,2.1,15800
 GLC Class,2016,Automatic,27000,Diesel,125,56.5,2.1,20950
 A Class,2016,Automatic,41816,Diesel,20,74.3,1.5,12600
 E Class,2014,Automatic,98514,Diesel,165,51.4,2.1,11250
 GLC Class,2016,Automatic,44445,Diesel,125,56.5,2.1,20750
